id.dyad	child.adult	condition	action.type	counterbalancing	oi.score	oi.score.blind	single.id	dyad.id	box.id
4	child	baseline	R	NA	1	NA	4.child.baseline	4.baseline	4
5	child	baseline	NC	NA	0	NA	5.child.baseline	5.baseline	1
5	child	baseline	PI	NA	1	NA	5.child.baseline	5.baseline	1
5	child	baseline	R	NA	1	NA	5.child.baseline	5.baseline	1
5	child	baseline	NC	NA	0	NA	5.child.baseline	5.baseline	2
5	child	baseline	PI	NA	1	NA	5.child.baseline	5.baseline	2
5	child	baseline	R	NA	1	NA	5.child.baseline	5.baseline	2
5	child	baseline	NC	NA	0	NA	5.child.baseline	5.baseline	3
5	child	baseline	PI	NA	1	NA	5.child.baseline	5.baseline	3
5	child	baseline	R	NA	1	NA	5.child.baseline	5.baseline	3
5	child	baseline	NC	NA	0	NA	5.child.baseline	5.baseline	4
5	child	baseline	PI	NA	1	NA	5.child.baseline	5.baseline	4
5	child	baseline	R	NA	1	NA	5.child.baseline	5.baseline	4
6	child	baseline	NC	NA	0	NA	6.child.baseline	6.baseline	1
6	child	baseline	PI	NA	0	NA	6.child.baseline	6.baseline	1
6	child	baseline	R	NA	1	NA	6.child.baseline	6.baseline	1
6	child	baseline	NC	NA	0	NA	6.child.baseline	6.baseline	2
6	child	baseline	PI	NA	1	NA	6.child.baseline	6.baseline	2
6	child	baseline	R	NA	1	NA	6.child.baseline	6.baseline	2
6	child	baseline	NC	NA	0	NA	6.child.baseline	6.baseline	3
6	child	baseline	PI	NA	1	NA	6.child.baseline	6.baseline	3
6	child	baseline	R	NA	1	NA	6.child.baseline	6.baseline	3
6	child	baseline	NC	NA	0	NA	6.child.baseline	6.baseline	4
6	child	baseline	PI	NA	0	NA	6.child.baseline	6.baseline	4
6	child	baseline	R	NA	1	NA	6.child.baseline	6.baseline	4
7	child	baseline	NC	NA	0	NA	7.child.baseline	7.baseline	1
7	child	baseline	PI	NA	1	NA	7.child.baseline	7.baseline	1
7	child	baseline	R	NA	1	NA	7.child.baseline	7.baseline	1
7	child	baseline	NC	NA	0	NA	7.child.baseline	7.baseline	2
7	child	baseline	PI	NA	1	NA	7.child.baseline	7.baseline	2
7	child	baseline	R	NA	1	NA	7.child.baseline	7.baseline	2
7	child	baseline	NC	NA	0	NA	7.child.baseline	7.baseline	3
7	child	baseline	PI	NA	0	NA	7.child.baseline	7.baseline	3
7	child	baseline	R	NA	1	NA	7.child.baseline	7.baseline	3
7	child	baseline	NC	NA	0	NA	7.child.baseline	7.baseline	4
7	child	baseline	PI	NA	1	NA	7.child.baseline	7.baseline	4
7	child	baseline	R	NA	1	NA	7.child.baseline	7.baseline	4
8	child	baseline	NC	NA	0	NA	8.child.baseline	8.baseline	1
8	child	baseline	PI	NA	1	NA	8.child.baseline	8.baseline	1
8	child	baseline	R	NA	1	NA	8.child.baseline	8.baseline	1
8	child	baseline	NC	NA	0	NA	8.child.baseline	8.baseline	2
8	child	baseline	PI	NA	0	NA	8.child.baseline	8.baseline	2
8	child	baseline	R	NA	1	NA	8.child.baseline	8.baseline	2
8	child	baseline	NC	NA	0	NA	8.child.baseline	8.baseline	3
8	child	baseline	PI	NA	1	NA	8.child.baseline	8.baseline	3
8	child	baseline	R	NA	0	NA	8.child.baseline	8.baseline	3
8	child	baseline	NC	NA	0	NA	8.child.baseline	8.baseline	4
8	child	baseline	PI	NA	0	NA	8.child.baseline	8.baseline	4
8	child	baseline	R	NA	0	NA	8.child.baseline	8.baseline	4
9	child	baseline	NC	NA	0	NA	9.child.baseline	9.baseline	1
9	child	baseline	PI	NA	1	NA	9.child.baseline	9.baseline	1
9	child	baseline	R	NA	1	NA	9.child.baseline	9.baseline	1
9	child	baseline	NC	NA	0	NA	9.child.baseline	9.baseline	2
9	child	baseline	PI	NA	1	NA	9.child.baseline	9.baseline	2
9	child	baseline	R	NA	1	NA	9.child.baseline	9.baseline	2
9	child	baseline	NC	NA	0	NA	9.child.baseline	9.baseline	3
9	child	baseline	PI	NA	1	NA	9.child.baseline	9.baseline	3
9	child	baseline	R	NA	1	NA	9.child.baseline	9.baseline	3
9	child	baseline	NC	NA	0	NA	9.child.baseline	9.baseline	4
9	child	baseline	PI	NA	0	NA	9.child.baseline	9.baseline	4
9	child	baseline	R	NA	1	NA	9.child.baseline	9.baseline	4
10	child	baseline	NC	NA	0	NA	10.child.baseline	10.baseline	1
10	child	baseline	PI	NA	1	NA	10.child.baseline	10.baseline	1
10	child	baseline	R	NA	1	NA	10.child.baseline	10.baseline	1
10	child	baseline	NC	NA	0	NA	10.child.baseline	10.baseline	2
10	child	baseline	PI	NA	0	NA	10.child.baseline	10.baseline	2
10	child	baseline	R	NA	1	NA	10.child.baseline	10.baseline	2
10	child	baseline	NC	NA	0	NA	10.child.baseline	10.baseline	3
10	child	baseline	PI	NA	1	NA	10.child.baseline	10.baseline	3
10	child	baseline	R	NA	1	NA	10.child.baseline	10.baseline	3
10	child	baseline	NC	NA	0	NA	10.child.baseline	10.baseline	4
10	child	baseline	PI	NA	0	NA	10.child.baseline	10.baseline	4
10	child	baseline	R	NA	1	NA	10.child.baseline	10.baseline	4
1	adult	baseline	NC	NA	0	NA	1.adult.baseline	1.baseline	1
1	adult	baseline	PI	NA	1	NA	1.adult.baseline	1.baseline	1
1	adult	baseline	R	NA	1	NA	1.adult.baseline	1.baseline	1
1	adult	baseline	NC	NA	0	NA	1.adult.baseline	1.baseline	2
1	adult	baseline	PI	NA	1	NA	1.adult.baseline	1.baseline	2
1	adult	baseline	R	NA	1	NA	1.adult.baseline	1.baseline	2
1	adult	baseline	NC	NA	0	NA	1.adult.baseline	1.baseline	3
1	adult	baseline	PI	NA	1	NA	1.adult.baseline	1.baseline	3
1	adult	baseline	R	NA	1	NA	1.adult.baseline	1.baseline	3
1	adult	baseline	NC	NA	0	NA	1.adult.baseline	1.baseline	4
1	adult	baseline	PI	NA	0	NA	1.adult.baseline	1.baseline	4
1	adult	baseline	R	NA	1	NA	1.adult.baseline	1.baseline	4
2	adult	baseline	NC	NA	0	NA	2.adult.baseline	2.baseline	1
2	adult	baseline	PI	NA	0	NA	2.adult.baseline	2.baseline	1
2	adult	baseline	R	NA	1	NA	2.adult.baseline	2.baseline	1
2	adult	baseline	NC	NA	0	NA	2.adult.baseline	2.baseline	2
2	adult	baseline	PI	NA	0	NA	2.adult.baseline	2.baseline	2
2	adult	baseline	R	NA	1	NA	2.adult.baseline	2.baseline	2
2	adult	baseline	NC	NA	0	NA	2.adult.baseline	2.baseline	3
2	adult	baseline	PI	NA	0	NA	2.adult.baseline	2.baseline	3
2	adult	baseline	R	NA	1	NA	2.adult.baseline	2.baseline	3
2	adult	baseline	NC	NA	0	NA	2.adult.baseline	2.baseline	4
2	adult	baseline	PI	NA	0	NA	2.adult.baseline	2.baseline	4
2	adult	baseline	R	NA	1	NA	2.adult.baseline	2.baseline	4
3	adult	baseline	NC	NA	0	NA	3.adult.baseline	3.baseline	1
3	adult	baseline	PI	NA	0	NA	3.adult.baseline	3.baseline	1
3	adult	baseline	R	NA	1	NA	3.adult.baseline	3.baseline	1
3	adult	baseline	NC	NA	0	NA	3.adult.baseline	3.baseline	2
3	adult	baseline	PI	NA	1	NA	3.adult.baseline	3.baseline	2
3	adult	baseline	R	NA	1	NA	3.adult.baseline	3.baseline	2
3	adult	baseline	NC	NA	0	NA	3.adult.baseline	3.baseline	3
3	adult	baseline	PI	NA	1	NA	3.adult.baseline	3.baseline	3
3	adult	baseline	R	NA	1	NA	3.adult.baseline	3.baseline	3
3	adult	baseline	NC	NA	0	NA	3.adult.baseline	3.baseline	4
3	adult	baseline	PI	NA	0	NA	3.adult.baseline	3.baseline	4
3	adult	baseline	R	NA	1	NA	3.adult.baseline	3.baseline	4
4	adult	baseline	NC	NA	0	NA	4.adult.baseline	4.baseline	1
4	adult	baseline	PI	NA	0	NA	4.adult.baseline	4.baseline	1
4	adult	baseline	R	NA	1	NA	4.adult.baseline	4.baseline	1
4	adult	baseline	NC	NA	0	NA	4.adult.baseline	4.baseline	2
4	adult	baseline	PI	NA	1	NA	4.adult.baseline	4.baseline	2
4	adult	baseline	R	NA	1	NA	4.adult.baseline	4.baseline	2
4	adult	baseline	NC	NA	0	NA	4.adult.baseline	4.baseline	3
4	adult	baseline	PI	NA	1	NA	4.adult.baseline	4.baseline	3
4	adult	baseline	R	NA	1	NA	4.adult.baseline	4.baseline	3
4	adult	baseline	NC	NA	0	NA	4.adult.baseline	4.baseline	4
4	adult	baseline	PI	NA	0	NA	4.adult.baseline	4.baseline	4
4	adult	baseline	R	NA	1	NA	4.adult.baseline	4.baseline	4
5	adult	baseline	NC	NA	0	NA	5.adult.baseline	5.baseline	1
5	adult	baseline	PI	NA	0	NA	5.adult.baseline	5.baseline	1
5	adult	baseline	R	NA	1	NA	5.adult.baseline	5.baseline	1
5	adult	baseline	NC	NA	0	NA	5.adult.baseline	5.baseline	2
5	adult	baseline	PI	NA	0	NA	5.adult.baseline	5.baseline	2
5	adult	baseline	R	NA	1	NA	5.adult.baseline	5.baseline	2
5	adult	baseline	NC	NA	0	NA	5.adult.baseline	5.baseline	3
5	adult	baseline	PI	NA	0	NA	5.adult.baseline	5.baseline	3
5	adult	baseline	R	NA	1	NA	5.adult.baseline	5.baseline	3
5	adult	baseline	NC	NA	0	NA	5.adult.baseline	5.baseline	4
5	adult	baseline	PI	NA	0	NA	5.adult.baseline	5.baseline	4
5	adult	baseline	R	NA	1	NA	5.adult.baseline	5.baseline	4
6	adult	baseline	NC	NA	0	NA	6.adult.baseline	6.baseline	1
6	adult	baseline	PI	NA	0	NA	6.adult.baseline	6.baseline	1
6	adult	baseline	R	NA	1	NA	6.adult.baseline	6.baseline	1
6	adult	baseline	NC	NA	0	NA	6.adult.baseline	6.baseline	2
6	adult	baseline	PI	NA	0	NA	6.adult.baseline	6.baseline	2
6	adult	baseline	R	NA	1	NA	6.adult.baseline	6.baseline	2
6	adult	baseline	NC	NA	0	NA	6.adult.baseline	6.baseline	3
6	adult	baseline	PI	NA	0	NA	6.adult.baseline	6.baseline	3
6	adult	baseline	R	NA	1	NA	6.adult.baseline	6.baseline	3
6	adult	baseline	NC	NA	0	NA	6.adult.baseline	6.baseline	4
6	adult	baseline	PI	NA	0	NA	6.adult.baseline	6.baseline	4
6	adult	baseline	R	NA	1	NA	6.adult.baseline	6.baseline	4
7	adult	baseline	NC	NA	0	NA	7.adult.baseline	7.baseline	1
7	adult	baseline	PI	NA	0	NA	7.adult.baseline	7.baseline	1
7	adult	baseline	R	NA	1	NA	7.adult.baseline	7.baseline	1
7	adult	baseline	NC	NA	0	NA	7.adult.baseline	7.baseline	2
7	adult	baseline	PI	NA	0	NA	7.adult.baseline	7.baseline	2
7	adult	baseline	R	NA	1	NA	7.adult.baseline	7.baseline	2
7	adult	baseline	NC	NA	0	NA	7.adult.baseline	7.baseline	3
7	adult	baseline	PI	NA	0	NA	7.adult.baseline	7.baseline	3
7	adult	baseline	R	NA	1	NA	7.adult.baseline	7.baseline	3
7	adult	baseline	NC	NA	0	NA	7.adult.baseline	7.baseline	4
7	adult	baseline	PI	NA	0	NA	7.adult.baseline	7.baseline	4
7	adult	baseline	R	NA	1	NA	7.adult.baseline	7.baseline	4
8	adult	baseline	NC	NA	0	NA	8.adult.baseline	8.baseline	1
8	adult	baseline	PI	NA	0	NA	8.adult.baseline	8.baseline	1
8	adult	baseline	R	NA	1	NA	8.adult.baseline	8.baseline	1
8	adult	baseline	NC	NA	0	NA	8.adult.baseline	8.baseline	2
8	adult	baseline	PI	NA	0	NA	8.adult.baseline	8.baseline	2
8	adult	baseline	R	NA	1	NA	8.adult.baseline	8.baseline	2
8	adult	baseline	NC	NA	0	NA	8.adult.baseline	8.baseline	3
8	adult	baseline	PI	NA	0	NA	8.adult.baseline	8.baseline	3
8	adult	baseline	R	NA	1	NA	8.adult.baseline	8.baseline	3
8	adult	baseline	NC	NA	0	NA	8.adult.baseline	8.baseline	4
8	adult	baseline	PI	NA	0	NA	8.adult.baseline	8.baseline	4
8	adult	baseline	R	NA	1	NA	8.adult.baseline	8.baseline	4
9	adult	baseline	NC	NA	0	NA	9.adult.baseline	9.baseline	1
9	adult	baseline	PI	NA	0	NA	9.adult.baseline	9.baseline	1
9	adult	baseline	R	NA	1	NA	9.adult.baseline	9.baseline	1
9	adult	baseline	NC	NA	0	NA	9.adult.baseline	9.baseline	2
9	adult	baseline	PI	NA	0	NA	9.adult.baseline	9.baseline	2
9	adult	baseline	R	NA	1	NA	9.adult.baseline	9.baseline	2
9	adult	baseline	NC	NA	0	NA	9.adult.baseline	9.baseline	3
9	adult	baseline	PI	NA	0	NA	9.adult.baseline	9.baseline	3
9	adult	baseline	R	NA	1	NA	9.adult.baseline	9.baseline	3
9	adult	baseline	NC	NA	0	NA	9.adult.baseline	9.baseline	4
9	adult	baseline	PI	NA	0	NA	9.adult.baseline	9.baseline	4
9	adult	baseline	R	NA	1	NA	9.adult.baseline	9.baseline	4
10	adult	baseline	NC	NA	0	NA	10.adult.baseline	10.baseline	1
10	adult	baseline	PI	NA	1	NA	10.adult.baseline	10.baseline	1
10	adult	baseline	R	NA	1	NA	10.adult.baseline	10.baseline	1
10	adult	baseline	NC	NA	0	NA	10.adult.baseline	10.baseline	2
10	adult	baseline	PI	NA	0	NA	10.adult.baseline	10.baseline	2
10	adult	baseline	R	NA	1	NA	10.adult.baseline	10.baseline	2
10	adult	baseline	NC	NA	0	NA	10.adult.baseline	10.baseline	3
10	adult	baseline	PI	NA	0	NA	10.adult.baseline	10.baseline	3
10	adult	baseline	R	NA	1	NA	10.adult.baseline	10.baseline	3
10	adult	baseline	NC	NA	0	NA	10.adult.baseline	10.baseline	4
10	adult	baseline	PI	NA	0	NA	10.adult.baseline	10.baseline	4
10	adult	baseline	R	NA	1	NA	10.adult.baseline	10.baseline	4
