dyad.complete	dyad.id	single.id	child.adult	sex	box	rando.order	irrelevant.action	trial	action	aoi	stimulus.name	aoi.time	time.demo	time.fixations.screen	behavior
1	12	12.child	child	female	3	A	PI	3	R	box+barrier	3	382	748	437	1
1	12	12.child	child	female	3	A	PI	3	R	hands+tool	3	346	748	437	1
1	12	12.child	child	female	3	A	PI	3	R	hand+barrier+tool	3	346	748	437	1
1	12	12.child	child	female	3	A	PI	3	R	hand+box+barrier+tool	3	406	748	437	1
1	12	12.child	child	female	3	A	PI	3	SM	face	3	23	410	212	1
1	12	12.child	child	female	3	A	PI	3	SM	hands	3	172	410	212	1
1	12	12.child	child	female	3	A	PI	3	SM	marble	3	80	410	212	1
1	12	12.child	child	female	3	A	PI	3	SM	box	3	0	410	212	1
1	12	12.child	child	female	3	A	PI	3	SM	tool	3	0	410	212	1
1	12	12.child	child	female	3	A	PI	3	SM	box+barrier	3	0	410	212	1
1	12	12.child	child	female	3	A	PI	3	SM	hands+tool	3	172	410	212	1
1	12	12.child	child	female	3	A	PI	3	SM	hand+barrier+tool	3	172	410	212	1
1	12	12.child	child	female	3	A	PI	3	SM	hand+box+barrier+tool	3	172	410	212	1
1	12	12.child	child	female	4	A	NC	0	Intro	face	4	55	754	290	0
1	12	12.child	child	female	4	A	NC	0	Intro	hands	4	0	754	290	0
1	12	12.child	child	female	4	A	NC	0	Intro	marble	4	39	754	290	0
1	12	12.child	child	female	4	A	NC	0	Intro	box	4	164	754	290	0
1	12	12.child	child	female	4	A	NC	0	Intro	tool	4	55	754	290	0
1	12	12.child	child	female	4	A	NC	0	Intro	box+barrier	4	164	754	290	0
1	12	12.child	child	female	4	A	NC	0	Intro	hands+tool	4	55	754	290	0
1	12	12.child	child	female	4	A	NC	0	Intro	hand+barrier+tool	4	55	754	290	0
1	12	12.child	child	female	4	A	NC	0	Intro	hand+box+barrier+tool	4	219	754	290	0
1	12	12.child	child	female	4	A	NC	1	NC	face	4	27	750	279	0
1	12	12.child	child	female	4	A	NC	1	NC	hands	4	119	750	279	0
1	12	12.child	child	female	4	A	NC	1	NC	marble	4	65	750	279	0
1	12	12.child	child	female	4	A	NC	1	NC	box	4	104	750	279	0
1	12	12.child	child	female	4	A	NC	1	NC	tool	4	21	750	279	0
1	12	12.child	child	female	4	A	NC	1	NC	box+barrier	4	104	750	279	0
1	12	12.child	child	female	4	A	NC	1	NC	hands+tool	4	140	750	279	0
1	12	12.child	child	female	4	A	NC	1	NC	hand+barrier+tool	4	140	750	279	0
1	12	12.child	child	female	4	A	NC	1	NC	hand+box+barrier+tool	4	244	750	279	0
1	12	12.child	child	female	4	A	NC	1	R	face	4	0	748	414	0
1	12	12.child	child	female	4	A	NC	1	R	hands	4	213	748	414	0
1	12	12.child	child	female	4	A	NC	1	R	marble	4	195	748	414	0
1	12	12.child	child	female	4	A	NC	1	R	box	4	277	748	414	0
1	12	12.child	child	female	4	A	NC	1	R	tool	4	256	748	414	0
1	12	12.child	child	female	4	A	NC	1	R	box+barrier	4	277	748	414	0
1	12	12.child	child	female	4	A	NC	1	R	hands+tool	4	314	748	414	0
1	12	12.child	child	female	4	A	NC	1	R	hand+barrier+tool	4	314	748	414	0
1	12	12.child	child	female	4	A	NC	1	R	hand+box+barrier+tool	4	390	748	414	0
1	12	12.child	child	female	4	A	NC	1	SM	face	4	114	479	307	0
1	12	12.child	child	female	4	A	NC	1	SM	hands	4	120	479	307	0
1	12	12.child	child	female	4	A	NC	1	SM	marble	4	90	479	307	0
1	12	12.child	child	female	4	A	NC	1	SM	box	4	0	479	307	0
1	12	12.child	child	female	4	A	NC	1	SM	tool	4	78	479	307	0
1	12	12.child	child	female	4	A	NC	1	SM	box+barrier	4	0	479	307	0
1	12	12.child	child	female	4	A	NC	1	SM	hands+tool	4	168	479	307	0
1	12	12.child	child	female	4	A	NC	1	SM	hand+barrier+tool	4	168	479	307	0
1	12	12.child	child	female	4	A	NC	1	SM	hand+box+barrier+tool	4	168	479	307	0
1	12	12.child	child	female	4	A	NC	2	NC	face	4	38	749	415	0
1	12	12.child	child	female	4	A	NC	2	NC	hands	4	178	749	415	0
1	12	12.child	child	female	4	A	NC	2	NC	marble	4	137	749	415	0
1	12	12.child	child	female	4	A	NC	2	NC	box	4	198	749	415	0
1	12	12.child	child	female	4	A	NC	2	NC	tool	4	29	749	415	0
1	12	12.child	child	female	4	A	NC	2	NC	box+barrier	4	198	749	415	0
1	12	12.child	child	female	4	A	NC	2	NC	hands+tool	4	178	749	415	0
1	12	12.child	child	female	4	A	NC	2	NC	hand+barrier+tool	4	178	749	415	0
1	12	12.child	child	female	4	A	NC	2	NC	hand+box+barrier+tool	4	376	749	415	0
1	12	12.child	child	female	4	A	NC	2	R	face	4	0	748	293	0
1	12	12.child	child	female	4	A	NC	2	R	hands	4	154	748	293	0
1	12	12.child	child	female	4	A	NC	2	R	marble	4	48	748	293	0
1	12	12.child	child	female	4	A	NC	2	R	box	4	48	748	293	0
1	12	12.child	child	female	4	A	NC	2	R	tool	4	229	748	293	0
1	12	12.child	child	female	4	A	NC	2	R	box+barrier	4	48	748	293	0
1	12	12.child	child	female	4	A	NC	2	R	hands+tool	4	241	748	293	0
1	12	12.child	child	female	4	A	NC	2	R	hand+barrier+tool	4	241	748	293	0
1	12	12.child	child	female	4	A	NC	2	R	hand+box+barrier+tool	4	265	748	293	0
1	12	12.child	child	female	4	A	NC	2	SM	face	4	282	480	353	0
1	12	12.child	child	female	4	A	NC	2	SM	hands	4	33	480	353	0
1	12	12.child	child	female	4	A	NC	2	SM	marble	4	33	480	353	0
1	12	12.child	child	female	4	A	NC	2	SM	box	4	15	480	353	0
1	12	12.child	child	female	4	A	NC	2	SM	tool	4	0	480	353	0
1	12	12.child	child	female	4	A	NC	2	SM	box+barrier	4	15	480	353	0
1	12	12.child	child	female	4	A	NC	2	SM	hands+tool	4	33	480	353	0
1	12	12.child	child	female	4	A	NC	2	SM	hand+barrier+tool	4	33	480	353	0
1	12	12.child	child	female	4	A	NC	2	SM	hand+box+barrier+tool	4	48	480	353	0
1	12	12.child	child	female	4	A	NC	3	NC	face	4	0	748	196	0
1	12	12.child	child	female	4	A	NC	3	NC	hands	4	73	748	196	0
1	12	12.child	child	female	4	A	NC	3	NC	marble	4	24	748	196	0
1	12	12.child	child	female	4	A	NC	3	NC	box	4	94	748	196	0
1	12	12.child	child	female	4	A	NC	3	NC	tool	4	7	748	196	0
1	12	12.child	child	female	4	A	NC	3	NC	box+barrier	4	94	748	196	0
1	12	12.child	child	female	4	A	NC	3	NC	hands+tool	4	73	748	196	0
1	12	12.child	child	female	4	A	NC	3	NC	hand+barrier+tool	4	73	748	196	0
1	12	12.child	child	female	4	A	NC	3	NC	hand+box+barrier+tool	4	167	748	196	0
1	12	12.child	child	female	4	A	NC	3	R	face	4	0	748	313	0
1	12	12.child	child	female	4	A	NC	3	R	hands	4	138	748	313	0
1	12	12.child	child	female	4	A	NC	3	R	marble	4	154	748	313	0
1	12	12.child	child	female	4	A	NC	3	R	box	4	211	748	313	0
1	12	12.child	child	female	4	A	NC	3	R	tool	4	199	748	313	0
1	12	12.child	child	female	4	A	NC	3	R	box+barrier	4	211	748	313	0
1	12	12.child	child	female	4	A	NC	3	R	hands+tool	4	257	748	313	0
1	12	12.child	child	female	4	A	NC	3	R	hand+barrier+tool	4	257	748	313	0
1	12	12.child	child	female	4	A	NC	3	R	hand+box+barrier+tool	4	293	748	313	0
1	12	12.child	child	female	4	A	NC	3	SM	face	4	8	480	240	0
1	12	12.child	child	female	4	A	NC	3	SM	hands	4	130	480	240	0
1	12	12.child	child	female	4	A	NC	3	SM	marble	4	98	480	240	0
1	12	12.child	child	female	4	A	NC	3	SM	box	4	50	480	240	0
1	12	12.child	child	female	4	A	NC	3	SM	tool	4	23	480	240	0
1	12	12.child	child	female	4	A	NC	3	SM	box+barrier	4	50	480	240	0
1	12	12.child	child	female	4	A	NC	3	SM	hands+tool	4	130	480	240	0
1	12	12.child	child	female	4	A	NC	3	SM	hand+barrier+tool	4	130	480	240	0
1	12	12.child	child	female	4	A	NC	3	SM	hand+box+barrier+tool	4	180	480	240	0
1	12	12.parent	parent	female	1	A	NC	0	Intro	face	1	0	858	30	0
1	12	12.parent	parent	female	1	A	NC	0	Intro	hands	1	0	858	30	0
1	12	12.parent	parent	female	1	A	NC	0	Intro	marble	1	0	858	30	0
1	12	12.parent	parent	female	1	A	NC	0	Intro	box	1	10	858	30	0
1	12	12.parent	parent	female	1	A	NC	0	Intro	tool	1	0	858	30	0
1	12	12.parent	parent	female	1	A	NC	0	Intro	box+barrier	1	10	858	30	0
1	12	12.parent	parent	female	1	A	NC	0	Intro	hands+tool	1	0	858	30	0
1	12	12.parent	parent	female	1	A	NC	0	Intro	hand+barrier+tool	1	0	858	30	0
1	12	12.parent	parent	female	1	A	NC	0	Intro	hand+box+barrier+tool	1	10	858	30	0
1	12	12.parent	parent	female	1	A	NC	1	NC	face	1	7	746	7	0
1	12	12.parent	parent	female	1	A	NC	1	NC	hands	1	0	746	7	0
1	12	12.parent	parent	female	1	A	NC	1	NC	marble	1	0	746	7	0
1	12	12.parent	parent	female	1	A	NC	1	NC	box	1	0	746	7	0
1	12	12.parent	parent	female	1	A	NC	1	NC	tool	1	0	746	7	0
1	12	12.parent	parent	female	1	A	NC	1	NC	box+barrier	1	0	746	7	0
1	12	12.parent	parent	female	1	A	NC	1	NC	hands+tool	1	0	746	7	0
1	12	12.parent	parent	female	1	A	NC	1	NC	hand+barrier+tool	1	0	746	7	0
1	12	12.parent	parent	female	1	A	NC	1	NC	hand+box+barrier+tool	1	0	746	7	0
1	12	12.parent	parent	female	1	A	NC	1	R	face	1	0	742	11	0
1	12	12.parent	parent	female	1	A	NC	1	R	hands	1	0	742	11	0
1	12	12.parent	parent	female	1	A	NC	1	R	marble	1	0	742	11	0
1	12	12.parent	parent	female	1	A	NC	1	R	box	1	11	742	11	0
1	12	12.parent	parent	female	1	A	NC	1	R	tool	1	11	742	11	0
1	12	12.parent	parent	female	1	A	NC	1	R	box+barrier	1	11	742	11	0
1	12	12.parent	parent	female	1	A	NC	1	R	hands+tool	1	11	742	11	0
1	12	12.parent	parent	female	1	A	NC	1	R	hand+barrier+tool	1	11	742	11	0
1	12	12.parent	parent	female	1	A	NC	1	R	hand+box+barrier+tool	1	11	742	11	0
1	12	12.parent	parent	female	1	A	NC	1	SM	face	1	14	377	33	0
1	12	12.parent	parent	female	1	A	NC	1	SM	hands	1	0	377	33	0
1	12	12.parent	parent	female	1	A	NC	1	SM	marble	1	0	377	33	0
1	12	12.parent	parent	female	1	A	NC	1	SM	box	1	0	377	33	0
1	12	12.parent	parent	female	1	A	NC	1	SM	tool	1	0	377	33	0
1	12	12.parent	parent	female	1	A	NC	1	SM	box+barrier	1	0	377	33	0
1	12	12.parent	parent	female	1	A	NC	1	SM	hands+tool	1	0	377	33	0
1	12	12.parent	parent	female	1	A	NC	1	SM	hand+barrier+tool	1	0	377	33	0
1	12	12.parent	parent	female	1	A	NC	1	SM	hand+box+barrier+tool	1	0	377	33	0
1	12	12.parent	parent	female	1	A	NC	2	NC	face	1	0	747	27	0
1	12	12.parent	parent	female	1	A	NC	2	NC	hands	1	0	747	27	0
1	12	12.parent	parent	female	1	A	NC	2	NC	marble	1	0	747	27	0
1	12	12.parent	parent	female	1	A	NC	2	NC	box	1	0	747	27	0
1	12	12.parent	parent	female	1	A	NC	2	NC	tool	1	0	747	27	0
1	12	12.parent	parent	female	1	A	NC	2	NC	box+barrier	1	0	747	27	0
1	12	12.parent	parent	female	1	A	NC	2	NC	hands+tool	1	0	747	27	0
1	12	12.parent	parent	female	1	A	NC	2	NC	hand+barrier+tool	1	0	747	27	0
1	12	12.parent	parent	female	1	A	NC	2	NC	hand+box+barrier+tool	1	0	747	27	0
1	12	12.parent	parent	female	1	A	NC	2	R	face	1	0	741	50	0
1	12	12.parent	parent	female	1	A	NC	2	R	hands	1	7	741	50	0
1	12	12.parent	parent	female	1	A	NC	2	R	marble	1	0	741	50	0
1	12	12.parent	parent	female	1	A	NC	2	R	box	1	22	741	50	0
1	12	12.parent	parent	female	1	A	NC	2	R	tool	1	0	741	50	0
1	12	12.parent	parent	female	1	A	NC	2	R	box+barrier	1	29	741	50	0
1	12	12.parent	parent	female	1	A	NC	2	R	hands+tool	1	7	741	50	0
1	12	12.parent	parent	female	1	A	NC	2	R	hand+barrier+tool	1	14	741	50	0
1	12	12.parent	parent	female	1	A	NC	2	R	hand+box+barrier+tool	1	36	741	50	0
1	12	12.parent	parent	female	1	A	NC	2	SM	face	1	17	384	17	0
1	12	12.parent	parent	female	1	A	NC	2	SM	hands	1	0	384	17	0
1	12	12.parent	parent	female	1	A	NC	2	SM	marble	1	0	384	17	0
1	12	12.parent	parent	female	1	A	NC	2	SM	box	1	0	384	17	0
1	12	12.parent	parent	female	1	A	NC	2	SM	tool	1	0	384	17	0
1	12	12.parent	parent	female	1	A	NC	2	SM	box+barrier	1	0	384	17	0
1	12	12.parent	parent	female	1	A	NC	2	SM	hands+tool	1	0	384	17	0
1	12	12.parent	parent	female	1	A	NC	2	SM	hand+barrier+tool	1	0	384	17	0
1	12	12.parent	parent	female	1	A	NC	2	SM	hand+box+barrier+tool	1	0	384	17	0
1	12	12.parent	parent	female	1	A	NC	3	NC	face	1	0	748	17	0
1	12	12.parent	parent	female	1	A	NC	3	NC	hands	1	5	748	17	0
1	12	12.parent	parent	female	1	A	NC	3	NC	marble	1	0	748	17	0
1	12	12.parent	parent	female	1	A	NC	3	NC	box	1	0	748	17	0
1	12	12.parent	parent	female	1	A	NC	3	NC	tool	1	0	748	17	0
1	12	12.parent	parent	female	1	A	NC	3	NC	box+barrier	1	0	748	17	0
1	12	12.parent	parent	female	1	A	NC	3	NC	hands+tool	1	5	748	17	0
1	12	12.parent	parent	female	1	A	NC	3	NC	hand+barrier+tool	1	5	748	17	0
1	12	12.parent	parent	female	1	A	NC	3	NC	hand+box+barrier+tool	1	5	748	17	0
1	12	12.parent	parent	female	1	A	NC	3	R	face	1	22	744	36	0
1	12	12.parent	parent	female	1	A	NC	3	R	hands	1	0	744	36	0
1	12	12.parent	parent	female	1	A	NC	3	R	marble	1	0	744	36	0
1	12	12.parent	parent	female	1	A	NC	3	R	box	1	6	744	36	0
1	12	12.parent	parent	female	1	A	NC	3	R	tool	1	0	744	36	0
1	12	12.parent	parent	female	1	A	NC	3	R	box+barrier	1	6	744	36	0
1	12	12.parent	parent	female	1	A	NC	3	R	hands+tool	1	0	744	36	0
1	12	12.parent	parent	female	1	A	NC	3	R	hand+barrier+tool	1	0	744	36	0
1	12	12.parent	parent	female	1	A	NC	3	R	hand+box+barrier+tool	1	6	744	36	0
1	12	12.parent	parent	female	1	A	NC	3	SM	face	1	0	383	0	0
1	12	12.parent	parent	female	1	A	NC	3	SM	hands	1	0	383	0	0
1	12	12.parent	parent	female	1	A	NC	3	SM	marble	1	0	383	0	0
1	12	12.parent	parent	female	1	A	NC	3	SM	box	1	0	383	0	0
1	12	12.parent	parent	female	1	A	NC	3	SM	tool	1	0	383	0	0
1	12	12.parent	parent	female	1	A	NC	3	SM	box+barrier	1	0	383	0	0
1	12	12.parent	parent	female	1	A	NC	3	SM	hands+tool	1	0	383	0	0
1	12	12.parent	parent	female	1	A	NC	3	SM	hand+barrier+tool	1	0	383	0	0
1	12	12.parent	parent	female	1	A	NC	3	SM	hand+box+barrier+tool	1	0	383	0	0
1	12	12.parent	parent	female	2	A	PI	0	Intro	face	2	14	844	26	1
1	12	12.parent	parent	female	2	A	PI	0	Intro	hands	2	0	844	26	1
1	12	12.parent	parent	female	2	A	PI	0	Intro	marble	2	0	844	26	1
1	12	12.parent	parent	female	2	A	PI	0	Intro	box	2	0	844	26	1
1	12	12.parent	parent	female	2	A	PI	0	Intro	tool	2	0	844	26	1
1	12	12.parent	parent	female	2	A	PI	0	Intro	box+barrier	2	0	844	26	1
1	12	12.parent	parent	female	2	A	PI	0	Intro	hands+tool	2	0	844	26	1
1	12	12.parent	parent	female	2	A	PI	0	Intro	hand+barrier+tool	2	0	844	26	1
1	12	12.parent	parent	female	2	A	PI	0	Intro	hand+box+barrier+tool	2	0	844	26	1
1	12	12.parent	parent	female	2	A	PI	1	PI	face	2	0	748	14	1
1	12	12.parent	parent	female	2	A	PI	1	PI	hands	2	0	748	14	1
1	12	12.parent	parent	female	2	A	PI	1	PI	marble	2	0	748	14	1
1	12	12.parent	parent	female	2	A	PI	1	PI	box	2	0	748	14	1
1	12	12.parent	parent	female	2	A	PI	1	PI	tool	2	0	748	14	1
1	12	12.parent	parent	female	2	A	PI	1	PI	box+barrier	2	0	748	14	1
1	12	12.parent	parent	female	2	A	PI	1	PI	hands+tool	2	0	748	14	1
1	12	12.parent	parent	female	2	A	PI	1	PI	hand+barrier+tool	2	0	748	14	1
1	12	12.parent	parent	female	2	A	PI	1	PI	hand+box+barrier+tool	2	0	748	14	1
1	12	12.parent	parent	female	2	A	PI	1	R	face	2	0	748	28	1
1	12	12.parent	parent	female	2	A	PI	1	R	hands	2	19	748	28	1
1	12	12.parent	parent	female	2	A	PI	1	R	marble	2	0	748	28	1
1	12	12.parent	parent	female	2	A	PI	1	R	box	2	28	748	28	1
1	12	12.parent	parent	female	2	A	PI	1	R	tool	2	0	748	28	1
1	12	12.parent	parent	female	2	A	PI	1	R	box+barrier	2	28	748	28	1
1	12	12.parent	parent	female	2	A	PI	1	R	hands+tool	2	19	748	28	1
1	12	12.parent	parent	female	2	A	PI	1	R	hand+barrier+tool	2	19	748	28	1
1	12	12.parent	parent	female	2	A	PI	1	R	hand+box+barrier+tool	2	28	748	28	1
1	12	12.parent	parent	female	2	A	PI	1	SM	face	2	14	389	22	1
1	12	12.parent	parent	female	2	A	PI	1	SM	hands	2	0	389	22	1
1	12	12.parent	parent	female	2	A	PI	1	SM	marble	2	0	389	22	1
1	12	12.parent	parent	female	2	A	PI	1	SM	box	2	0	389	22	1
1	12	12.parent	parent	female	2	A	PI	1	SM	tool	2	0	389	22	1
1	12	12.parent	parent	female	2	A	PI	1	SM	box+barrier	2	0	389	22	1
1	12	12.parent	parent	female	2	A	PI	1	SM	hands+tool	2	0	389	22	1
1	12	12.parent	parent	female	2	A	PI	1	SM	hand+barrier+tool	2	0	389	22	1
1	12	12.parent	parent	female	2	A	PI	1	SM	hand+box+barrier+tool	2	0	389	22	1
1	12	12.parent	parent	female	2	A	PI	2	PI	face	2	0	746	7	1
1	12	12.parent	parent	female	2	A	PI	2	PI	hands	2	0	746	7	1
1	12	12.parent	parent	female	2	A	PI	2	PI	marble	2	0	746	7	1
1	12	12.parent	parent	female	2	A	PI	2	PI	box	2	7	746	7	1
1	12	12.parent	parent	female	2	A	PI	2	PI	tool	2	0	746	7	1
1	12	12.parent	parent	female	2	A	PI	2	PI	box+barrier	2	7	746	7	1
1	12	12.parent	parent	female	2	A	PI	2	PI	hands+tool	2	0	746	7	1
1	12	12.parent	parent	female	2	A	PI	2	PI	hand+barrier+tool	2	0	746	7	1
1	12	12.parent	parent	female	2	A	PI	2	PI	hand+box+barrier+tool	2	7	746	7	1
1	12	12.parent	parent	female	2	A	PI	2	R	face	2	7	748	19	1
1	12	12.parent	parent	female	2	A	PI	2	R	hands	2	0	748	19	1
1	12	12.parent	parent	female	2	A	PI	2	R	marble	2	0	748	19	1
1	12	12.parent	parent	female	2	A	PI	2	R	box	2	0	748	19	1
1	12	12.parent	parent	female	2	A	PI	2	R	tool	2	0	748	19	1
1	12	12.parent	parent	female	2	A	PI	2	R	box+barrier	2	0	748	19	1
1	12	12.parent	parent	female	2	A	PI	2	R	hands+tool	2	0	748	19	1
1	12	12.parent	parent	female	2	A	PI	2	R	hand+barrier+tool	2	0	748	19	1
1	12	12.parent	parent	female	2	A	PI	2	R	hand+box+barrier+tool	2	0	748	19	1
1	12	12.parent	parent	female	2	A	PI	2	SM	face	2	10	388	10	1
1	12	12.parent	parent	female	2	A	PI	2	SM	hands	2	0	388	10	1
1	12	12.parent	parent	female	2	A	PI	2	SM	marble	2	0	388	10	1
1	12	12.parent	parent	female	2	A	PI	2	SM	box	2	0	388	10	1
1	12	12.parent	parent	female	2	A	PI	2	SM	tool	2	0	388	10	1
1	12	12.parent	parent	female	2	A	PI	2	SM	box+barrier	2	0	388	10	1
1	12	12.parent	parent	female	2	A	PI	2	SM	hands+tool	2	0	388	10	1
1	12	12.parent	parent	female	2	A	PI	2	SM	hand+barrier+tool	2	0	388	10	1
1	12	12.parent	parent	female	2	A	PI	2	SM	hand+box+barrier+tool	2	0	388	10	1
1	12	12.parent	parent	female	2	A	PI	3	PI	face	2	0	748	17	1
1	12	12.parent	parent	female	2	A	PI	3	PI	hands	2	0	748	17	1
1	12	12.parent	parent	female	2	A	PI	3	PI	marble	2	0	748	17	1
1	12	12.parent	parent	female	2	A	PI	3	PI	box	2	17	748	17	1
1	12	12.parent	parent	female	2	A	PI	3	PI	tool	2	0	748	17	1
1	12	12.parent	parent	female	2	A	PI	3	PI	box+barrier	2	17	748	17	1
1	12	12.parent	parent	female	2	A	PI	3	PI	hands+tool	2	0	748	17	1
1	12	12.parent	parent	female	2	A	PI	3	PI	hand+barrier+tool	2	0	748	17	1
1	12	12.parent	parent	female	2	A	PI	3	PI	hand+box+barrier+tool	2	17	748	17	1
1	12	12.parent	parent	female	2	A	PI	3	R	face	2	0	748	0	1
1	12	12.parent	parent	female	2	A	PI	3	R	hands	2	0	748	0	1
1	12	12.parent	parent	female	2	A	PI	3	R	marble	2	0	748	0	1
1	12	12.parent	parent	female	2	A	PI	3	R	box	2	0	748	0	1
1	12	12.parent	parent	female	2	A	PI	3	R	tool	2	0	748	0	1
1	12	12.parent	parent	female	2	A	PI	3	R	box+barrier	2	0	748	0	1
1	12	12.parent	parent	female	2	A	PI	3	R	hands+tool	2	0	748	0	1
1	12	12.parent	parent	female	2	A	PI	3	R	hand+barrier+tool	2	0	748	0	1
1	12	12.parent	parent	female	2	A	PI	3	R	hand+box+barrier+tool	2	0	748	0	1
1	12	12.parent	parent	female	2	A	PI	3	SM	face	2	7	391	7	1
1	12	12.parent	parent	female	2	A	PI	3	SM	hands	2	0	391	7	1
1	12	12.parent	parent	female	2	A	PI	3	SM	marble	2	0	391	7	1
1	12	12.parent	parent	female	2	A	PI	3	SM	box	2	0	391	7	1
1	12	12.parent	parent	female	2	A	PI	3	SM	tool	2	0	391	7	1
1	12	12.parent	parent	female	2	A	PI	3	SM	box+barrier	2	0	391	7	1
1	12	12.parent	parent	female	2	A	PI	3	SM	hands+tool	2	0	391	7	1
1	12	12.parent	parent	female	2	A	PI	3	SM	hand+barrier+tool	2	0	391	7	1
1	12	12.parent	parent	female	2	A	PI	3	SM	hand+box+barrier+tool	2	0	391	7	1
1	12	12.parent	parent	female	3	A	PI	0	Intro	face	3	10	748	20	0
1	12	12.parent	parent	female	3	A	PI	0	Intro	hands	3	0	748	20	0
1	12	12.parent	parent	female	3	A	PI	0	Intro	marble	3	0	748	20	0
1	12	12.parent	parent	female	3	A	PI	0	Intro	box	3	10	748	20	0
1	12	12.parent	parent	female	3	A	PI	0	Intro	tool	3	0	748	20	0
1	12	12.parent	parent	female	3	A	PI	0	Intro	box+barrier	3	10	748	20	0
1	12	12.parent	parent	female	3	A	PI	0	Intro	hands+tool	3	0	748	20	0
1	12	12.parent	parent	female	3	A	PI	0	Intro	hand+barrier+tool	3	0	748	20	0
1	12	12.parent	parent	female	3	A	PI	0	Intro	hand+box+barrier+tool	3	10	748	20	0
1	12	12.parent	parent	female	3	A	PI	1	PI	face	3	6	744	39	0
1	12	12.parent	parent	female	3	A	PI	1	PI	hands	3	0	744	39	0
1	12	12.parent	parent	female	3	A	PI	1	PI	marble	3	0	744	39	0
1	12	12.parent	parent	female	3	A	PI	1	PI	box	3	18	744	39	0
1	12	12.parent	parent	female	3	A	PI	1	PI	tool	3	0	744	39	0
1	12	12.parent	parent	female	3	A	PI	1	PI	box+barrier	3	18	744	39	0
1	12	12.parent	parent	female	3	A	PI	1	PI	hands+tool	3	0	744	39	0
1	12	12.parent	parent	female	3	A	PI	1	PI	hand+barrier+tool	3	0	744	39	0
1	12	12.parent	parent	female	3	A	PI	1	PI	hand+box+barrier+tool	3	18	744	39	0
1	12	12.parent	parent	female	3	A	PI	1	R	face	3	0	750	23	0
1	12	12.parent	parent	female	3	A	PI	1	R	hands	3	0	750	23	0
1	12	12.parent	parent	female	3	A	PI	1	R	marble	3	0	750	23	0
1	12	12.parent	parent	female	3	A	PI	1	R	box	3	22	750	23	0
1	12	12.parent	parent	female	3	A	PI	1	R	tool	3	7	750	23	0
1	12	12.parent	parent	female	3	A	PI	1	R	box+barrier	3	22	750	23	0
1	12	12.parent	parent	female	3	A	PI	1	R	hands+tool	3	7	750	23	0
1	12	12.parent	parent	female	3	A	PI	1	R	hand+barrier+tool	3	7	750	23	0
1	12	12.parent	parent	female	3	A	PI	1	R	hand+box+barrier+tool	3	22	750	23	0
1	12	12.parent	parent	female	3	A	PI	1	SM	face	3	0	409	10	0
1	12	12.parent	parent	female	3	A	PI	1	SM	hands	3	0	409	10	0
1	12	12.parent	parent	female	3	A	PI	1	SM	marble	3	0	409	10	0
1	12	12.parent	parent	female	3	A	PI	1	SM	box	3	0	409	10	0
1	12	12.parent	parent	female	3	A	PI	1	SM	tool	3	0	409	10	0
1	12	12.parent	parent	female	3	A	PI	1	SM	box+barrier	3	0	409	10	0
1	12	12.parent	parent	female	3	A	PI	1	SM	hands+tool	3	0	409	10	0
1	12	12.parent	parent	female	3	A	PI	1	SM	hand+barrier+tool	3	0	409	10	0
1	12	12.parent	parent	female	3	A	PI	1	SM	hand+box+barrier+tool	3	0	409	10	0
1	12	12.parent	parent	female	3	A	PI	2	PI	face	3	0	750	0	0
1	12	12.parent	parent	female	3	A	PI	2	PI	hands	3	0	750	0	0
1	12	12.parent	parent	female	3	A	PI	2	PI	marble	3	0	750	0	0
1	12	12.parent	parent	female	3	A	PI	2	PI	box	3	0	750	0	0
1	12	12.parent	parent	female	3	A	PI	2	PI	tool	3	0	750	0	0
1	12	12.parent	parent	female	3	A	PI	2	PI	box+barrier	3	0	750	0	0
1	12	12.parent	parent	female	3	A	PI	2	PI	hands+tool	3	0	750	0	0
1	12	12.parent	parent	female	3	A	PI	2	PI	hand+barrier+tool	3	0	750	0	0
1	12	12.parent	parent	female	3	A	PI	2	PI	hand+box+barrier+tool	3	0	750	0	0
1	12	12.parent	parent	female	3	A	PI	2	R	face	3	7	750	25	0
1	12	12.parent	parent	female	3	A	PI	2	R	hands	3	0	750	25	0
1	12	12.parent	parent	female	3	A	PI	2	R	marble	3	0	750	25	0
1	12	12.parent	parent	female	3	A	PI	2	R	box	3	18	750	25	0
1	12	12.parent	parent	female	3	A	PI	2	R	tool	3	0	750	25	0
1	12	12.parent	parent	female	3	A	PI	2	R	box+barrier	3	18	750	25	0
1	12	12.parent	parent	female	3	A	PI	2	R	hands+tool	3	0	750	25	0
1	12	12.parent	parent	female	3	A	PI	2	R	hand+barrier+tool	3	0	750	25	0
1	12	12.parent	parent	female	3	A	PI	2	R	hand+box+barrier+tool	3	18	750	25	0
1	12	12.parent	parent	female	3	A	PI	2	SM	face	3	8	408	24	0
1	12	12.parent	parent	female	3	A	PI	2	SM	hands	3	7	408	24	0
1	12	12.parent	parent	female	3	A	PI	2	SM	marble	3	0	408	24	0
1	12	12.parent	parent	female	3	A	PI	2	SM	box	3	0	408	24	0
1	12	12.parent	parent	female	3	A	PI	2	SM	tool	3	0	408	24	0
1	12	12.parent	parent	female	3	A	PI	2	SM	box+barrier	3	0	408	24	0
1	12	12.parent	parent	female	3	A	PI	2	SM	hands+tool	3	7	408	24	0
