dyad.complete	dyad.id	single.id	child.adult	sex	box	rando.order	irrelevant.action	trial	action	aoi	stimulus.name	aoi.time	time.demo	time.fixations.screen	behavior
1	2	2.parent	parent	female	2	B	NC	3	NC	hand+box+barrier+tool	6	441	746	626	NA
1	2	2.parent	parent	female	2	B	NC	3	R	face	6	319	748	592	NA
1	2	2.parent	parent	female	2	B	NC	3	R	hands	6	83	748	592	NA
1	2	2.parent	parent	female	2	B	NC	3	R	marble	6	0	748	592	NA
1	2	2.parent	parent	female	2	B	NC	3	R	box	6	246	748	592	NA
1	2	2.parent	parent	female	2	B	NC	3	R	tool	6	0	748	592	NA
1	2	2.parent	parent	female	2	B	NC	3	R	box+barrier	6	246	748	592	NA
1	2	2.parent	parent	female	2	B	NC	3	R	hands+tool	6	83	748	592	NA
1	2	2.parent	parent	female	2	B	NC	3	R	hand+barrier+tool	6	83	748	592	NA
1	2	2.parent	parent	female	2	B	NC	3	R	hand+box+barrier+tool	6	257	748	592	NA
1	2	2.parent	parent	female	2	B	NC	3	SM	face	6	83	387	249	NA
1	2	2.parent	parent	female	2	B	NC	3	SM	hands	6	28	387	249	NA
1	2	2.parent	parent	female	2	B	NC	3	SM	marble	6	28	387	249	NA
1	2	2.parent	parent	female	2	B	NC	3	SM	box	6	115	387	249	NA
1	2	2.parent	parent	female	2	B	NC	3	SM	tool	6	0	387	249	NA
1	2	2.parent	parent	female	2	B	NC	3	SM	box+barrier	6	115	387	249	NA
1	2	2.parent	parent	female	2	B	NC	3	SM	hands+tool	6	28	387	249	NA
1	2	2.parent	parent	female	2	B	NC	3	SM	hand+barrier+tool	6	28	387	249	NA
1	2	2.parent	parent	female	2	B	NC	3	SM	hand+box+barrier+tool	6	143	387	249	NA
1	2	2.parent	parent	female	3	B	NC	0	Intro	face	7	89	748	244	NA
1	2	2.parent	parent	female	3	B	NC	0	Intro	hands	7	31	748	244	NA
1	2	2.parent	parent	female	3	B	NC	0	Intro	marble	7	0	748	244	NA
1	2	2.parent	parent	female	3	B	NC	0	Intro	box	7	100	748	244	NA
1	2	2.parent	parent	female	3	B	NC	0	Intro	tool	7	31	748	244	NA
1	2	2.parent	parent	female	3	B	NC	0	Intro	box+barrier	7	100	748	244	NA
1	2	2.parent	parent	female	3	B	NC	0	Intro	hands+tool	7	31	748	244	NA
1	2	2.parent	parent	female	3	B	NC	0	Intro	hand+barrier+tool	7	31	748	244	NA
1	2	2.parent	parent	female	3	B	NC	0	Intro	hand+box+barrier+tool	7	131	748	244	NA
1	2	2.parent	parent	female	3	B	NC	1	NC	face	7	49	748	162	NA
1	2	2.parent	parent	female	3	B	NC	1	NC	hands	7	75	748	162	NA
1	2	2.parent	parent	female	3	B	NC	1	NC	marble	7	0	748	162	NA
1	2	2.parent	parent	female	3	B	NC	1	NC	box	7	13	748	162	NA
1	2	2.parent	parent	female	3	B	NC	1	NC	tool	7	0	748	162	NA
1	2	2.parent	parent	female	3	B	NC	1	NC	box+barrier	7	13	748	162	NA
1	2	2.parent	parent	female	3	B	NC	1	NC	hands+tool	7	75	748	162	NA
1	2	2.parent	parent	female	3	B	NC	1	NC	hand+barrier+tool	7	75	748	162	NA
1	2	2.parent	parent	female	3	B	NC	1	NC	hand+box+barrier+tool	7	88	748	162	NA
1	2	2.parent	parent	female	3	B	NC	1	R	face	7	0	750	301	NA
1	2	2.parent	parent	female	3	B	NC	1	R	hands	7	82	750	301	NA
1	2	2.parent	parent	female	3	B	NC	1	R	marble	7	25	750	301	NA
1	2	2.parent	parent	female	3	B	NC	1	R	box	7	293	750	301	NA
1	2	2.parent	parent	female	3	B	NC	1	R	tool	7	138	750	301	NA
1	2	2.parent	parent	female	3	B	NC	1	R	box+barrier	7	293	750	301	NA
1	2	2.parent	parent	female	3	B	NC	1	R	hands+tool	7	220	750	301	NA
1	2	2.parent	parent	female	3	B	NC	1	R	hand+barrier+tool	7	220	750	301	NA
1	2	2.parent	parent	female	3	B	NC	1	R	hand+box+barrier+tool	7	293	750	301	NA
1	2	2.parent	parent	female	3	B	NC	1	SM	face	7	88	410	156	NA
1	2	2.parent	parent	female	3	B	NC	1	SM	hands	7	0	410	156	NA
1	2	2.parent	parent	female	3	B	NC	1	SM	marble	7	0	410	156	NA
1	2	2.parent	parent	female	3	B	NC	1	SM	box	7	48	410	156	NA
1	2	2.parent	parent	female	3	B	NC	1	SM	tool	7	0	410	156	NA
1	2	2.parent	parent	female	3	B	NC	1	SM	box+barrier	7	48	410	156	NA
1	2	2.parent	parent	female	3	B	NC	1	SM	hands+tool	7	0	410	156	NA
1	2	2.parent	parent	female	3	B	NC	1	SM	hand+barrier+tool	7	0	410	156	NA
1	2	2.parent	parent	female	3	B	NC	1	SM	hand+box+barrier+tool	7	48	410	156	NA
1	2	2.parent	parent	female	3	B	NC	2	NC	face	7	67	748	170	NA
1	2	2.parent	parent	female	3	B	NC	2	NC	hands	7	76	748	170	NA
1	2	2.parent	parent	female	3	B	NC	2	NC	marble	7	0	748	170	NA
1	2	2.parent	parent	female	3	B	NC	2	NC	box	7	8	748	170	NA
1	2	2.parent	parent	female	3	B	NC	2	NC	tool	7	24	748	170	NA
1	2	2.parent	parent	female	3	B	NC	2	NC	box+barrier	7	8	748	170	NA
1	2	2.parent	parent	female	3	B	NC	2	NC	hands+tool	7	76	748	170	NA
1	2	2.parent	parent	female	3	B	NC	2	NC	hand+barrier+tool	7	76	748	170	NA
1	2	2.parent	parent	female	3	B	NC	2	NC	hand+box+barrier+tool	7	84	748	170	NA
1	2	2.parent	parent	female	3	B	NC	2	R	face	7	34	746	287	NA
1	2	2.parent	parent	female	3	B	NC	2	R	hands	7	19	746	287	NA
1	2	2.parent	parent	female	3	B	NC	2	R	marble	7	62	746	287	NA
1	2	2.parent	parent	female	3	B	NC	2	R	box	7	252	746	287	NA
1	2	2.parent	parent	female	3	B	NC	2	R	tool	7	120	746	287	NA
1	2	2.parent	parent	female	3	B	NC	2	R	box+barrier	7	252	746	287	NA
1	2	2.parent	parent	female	3	B	NC	2	R	hands+tool	7	139	746	287	NA
1	2	2.parent	parent	female	3	B	NC	2	R	hand+barrier+tool	7	139	746	287	NA
1	2	2.parent	parent	female	3	B	NC	2	R	hand+box+barrier+tool	7	252	746	287	NA
1	2	2.parent	parent	female	3	B	NC	2	SM	face	7	69	406	151	NA
1	2	2.parent	parent	female	3	B	NC	2	SM	hands	7	0	406	151	NA
1	2	2.parent	parent	female	3	B	NC	2	SM	marble	7	0	406	151	NA
1	2	2.parent	parent	female	3	B	NC	2	SM	box	7	81	406	151	NA
1	2	2.parent	parent	female	3	B	NC	2	SM	tool	7	0	406	151	NA
1	2	2.parent	parent	female	3	B	NC	2	SM	box+barrier	7	81	406	151	NA
1	2	2.parent	parent	female	3	B	NC	2	SM	hands+tool	7	0	406	151	NA
1	2	2.parent	parent	female	3	B	NC	2	SM	hand+barrier+tool	7	0	406	151	NA
1	2	2.parent	parent	female	3	B	NC	2	SM	hand+box+barrier+tool	7	81	406	151	NA
1	2	2.parent	parent	female	3	B	NC	3	NC	face	7	51	746	240	NA
1	2	2.parent	parent	female	3	B	NC	3	NC	hands	7	168	746	240	NA
1	2	2.parent	parent	female	3	B	NC	3	NC	marble	7	0	746	240	NA
1	2	2.parent	parent	female	3	B	NC	3	NC	box	7	0	746	240	NA
1	2	2.parent	parent	female	3	B	NC	3	NC	tool	7	0	746	240	NA
1	2	2.parent	parent	female	3	B	NC	3	NC	box+barrier	7	0	746	240	NA
1	2	2.parent	parent	female	3	B	NC	3	NC	hands+tool	7	168	746	240	NA
1	2	2.parent	parent	female	3	B	NC	3	NC	hand+barrier+tool	7	168	746	240	NA
1	2	2.parent	parent	female	3	B	NC	3	NC	hand+box+barrier+tool	7	168	746	240	NA
1	2	2.parent	parent	female	3	B	NC	3	R	face	7	62	750	359	NA
1	2	2.parent	parent	female	3	B	NC	3	R	hands	7	87	750	359	NA
1	2	2.parent	parent	female	3	B	NC	3	R	marble	7	8	750	359	NA
1	2	2.parent	parent	female	3	B	NC	3	R	box	7	286	750	359	NA
1	2	2.parent	parent	female	3	B	NC	3	R	tool	7	109	750	359	NA
1	2	2.parent	parent	female	3	B	NC	3	R	box+barrier	7	286	750	359	NA
1	2	2.parent	parent	female	3	B	NC	3	R	hands+tool	7	186	750	359	NA
1	2	2.parent	parent	female	3	B	NC	3	R	hand+barrier+tool	7	186	750	359	NA
1	2	2.parent	parent	female	3	B	NC	3	R	hand+box+barrier+tool	7	296	750	359	NA
1	2	2.parent	parent	female	3	B	NC	3	SM	face	7	20	409	81	NA
1	2	2.parent	parent	female	3	B	NC	3	SM	hands	7	0	409	81	NA
1	2	2.parent	parent	female	3	B	NC	3	SM	marble	7	0	409	81	NA
1	2	2.parent	parent	female	3	B	NC	3	SM	box	7	36	409	81	NA
1	2	2.parent	parent	female	3	B	NC	3	SM	tool	7	0	409	81	NA
1	2	2.parent	parent	female	3	B	NC	3	SM	box+barrier	7	36	409	81	NA
1	2	2.parent	parent	female	3	B	NC	3	SM	hands+tool	7	0	409	81	NA
1	2	2.parent	parent	female	3	B	NC	3	SM	hand+barrier+tool	7	0	409	81	NA
1	2	2.parent	parent	female	3	B	NC	3	SM	hand+box+barrier+tool	7	36	409	81	NA
1	2	2.parent	parent	female	4	B	PI	0	Intro	face	8	132	751	190	NA
1	2	2.parent	parent	female	4	B	PI	0	Intro	hands	8	31	751	190	NA
1	2	2.parent	parent	female	4	B	PI	0	Intro	marble	8	0	751	190	NA
1	2	2.parent	parent	female	4	B	PI	0	Intro	box	8	17	751	190	NA
1	2	2.parent	parent	female	4	B	PI	0	Intro	tool	8	31	751	190	NA
1	2	2.parent	parent	female	4	B	PI	0	Intro	box+barrier	8	17	751	190	NA
1	2	2.parent	parent	female	4	B	PI	0	Intro	hands+tool	8	31	751	190	NA
1	2	2.parent	parent	female	4	B	PI	0	Intro	hand+barrier+tool	8	31	751	190	NA
1	2	2.parent	parent	female	4	B	PI	0	Intro	hand+box+barrier+tool	8	48	751	190	NA
1	2	2.parent	parent	female	4	B	PI	1	PI	face	8	9	748	233	NA
1	2	2.parent	parent	female	4	B	PI	1	PI	hands	8	45	748	233	NA
1	2	2.parent	parent	female	4	B	PI	1	PI	marble	8	24	748	233	NA
1	2	2.parent	parent	female	4	B	PI	1	PI	box	8	149	748	233	NA
1	2	2.parent	parent	female	4	B	PI	1	PI	tool	8	103	748	233	NA
1	2	2.parent	parent	female	4	B	PI	1	PI	box+barrier	8	149	748	233	NA
1	2	2.parent	parent	female	4	B	PI	1	PI	hands+tool	8	112	748	233	NA
1	2	2.parent	parent	female	4	B	PI	1	PI	hand+barrier+tool	8	112	748	233	NA
1	2	2.parent	parent	female	4	B	PI	1	PI	hand+box+barrier+tool	8	223	748	233	NA
1	2	2.parent	parent	female	4	B	PI	1	R	face	8	8	746	323	NA
1	2	2.parent	parent	female	4	B	PI	1	R	hands	8	165	746	323	NA
1	2	2.parent	parent	female	4	B	PI	1	R	marble	8	211	746	323	NA
1	2	2.parent	parent	female	4	B	PI	1	R	box	8	309	746	323	NA
1	2	2.parent	parent	female	4	B	PI	1	R	tool	8	64	746	323	NA
1	2	2.parent	parent	female	4	B	PI	1	R	box+barrier	8	309	746	323	NA
1	2	2.parent	parent	female	4	B	PI	1	R	hands+tool	8	199	746	323	NA
1	2	2.parent	parent	female	4	B	PI	1	R	hand+barrier+tool	8	199	746	323	NA
1	2	2.parent	parent	female	4	B	PI	1	R	hand+box+barrier+tool	8	309	746	323	NA
1	2	2.parent	parent	female	4	B	PI	1	SM	face	8	9	479	125	NA
1	2	2.parent	parent	female	4	B	PI	1	SM	hands	8	15	479	125	NA
1	2	2.parent	parent	female	4	B	PI	1	SM	marble	8	0	479	125	NA
1	2	2.parent	parent	female	4	B	PI	1	SM	box	8	101	479	125	NA
1	2	2.parent	parent	female	4	B	PI	1	SM	tool	8	15	479	125	NA
1	2	2.parent	parent	female	4	B	PI	1	SM	box+barrier	8	101	479	125	NA
1	2	2.parent	parent	female	4	B	PI	1	SM	hands+tool	8	15	479	125	NA
1	2	2.parent	parent	female	4	B	PI	1	SM	hand+barrier+tool	8	15	479	125	NA
1	2	2.parent	parent	female	4	B	PI	1	SM	hand+box+barrier+tool	8	116	479	125	NA
1	2	2.parent	parent	female	4	B	PI	2	PI	face	8	0	748	124	NA
1	2	2.parent	parent	female	4	B	PI	2	PI	hands	8	11	748	124	NA
1	2	2.parent	parent	female	4	B	PI	2	PI	marble	8	0	748	124	NA
1	2	2.parent	parent	female	4	B	PI	2	PI	box	8	102	748	124	NA
1	2	2.parent	parent	female	4	B	PI	2	PI	tool	8	41	748	124	NA
1	2	2.parent	parent	female	4	B	PI	2	PI	box+barrier	8	102	748	124	NA
1	2	2.parent	parent	female	4	B	PI	2	PI	hands+tool	8	41	748	124	NA
1	2	2.parent	parent	female	4	B	PI	2	PI	hand+barrier+tool	8	41	748	124	NA
1	2	2.parent	parent	female	4	B	PI	2	PI	hand+box+barrier+tool	8	102	748	124	NA
1	2	2.parent	parent	female	4	B	PI	2	R	face	8	0	748	227	NA
1	2	2.parent	parent	female	4	B	PI	2	R	hands	8	148	748	227	NA
1	2	2.parent	parent	female	4	B	PI	2	R	marble	8	99	748	227	NA
1	2	2.parent	parent	female	4	B	PI	2	R	box	8	164	748	227	NA
1	2	2.parent	parent	female	4	B	PI	2	R	tool	8	116	748	227	NA
1	2	2.parent	parent	female	4	B	PI	2	R	box+barrier	8	164	748	227	NA
1	2	2.parent	parent	female	4	B	PI	2	R	hands+tool	8	157	748	227	NA
1	2	2.parent	parent	female	4	B	PI	2	R	hand+barrier+tool	8	157	748	227	NA
1	2	2.parent	parent	female	4	B	PI	2	R	hand+box+barrier+tool	8	216	748	227	NA
1	2	2.parent	parent	female	4	B	PI	2	SM	face	8	27	480	102	NA
1	2	2.parent	parent	female	4	B	PI	2	SM	hands	8	39	480	102	NA
1	2	2.parent	parent	female	4	B	PI	2	SM	marble	8	39	480	102	NA
1	2	2.parent	parent	female	4	B	PI	2	SM	box	8	26	480	102	NA
1	2	2.parent	parent	female	4	B	PI	2	SM	tool	8	0	480	102	NA
1	2	2.parent	parent	female	4	B	PI	2	SM	box+barrier	8	26	480	102	NA
1	2	2.parent	parent	female	4	B	PI	2	SM	hands+tool	8	39	480	102	NA
1	2	2.parent	parent	female	4	B	PI	2	SM	hand+barrier+tool	8	39	480	102	NA
1	2	2.parent	parent	female	4	B	PI	2	SM	hand+box+barrier+tool	8	65	480	102	NA
1	2	2.parent	parent	female	4	B	PI	3	PI	face	8	28	747	250	NA
1	2	2.parent	parent	female	4	B	PI	3	PI	hands	8	0	747	250	NA
1	2	2.parent	parent	female	4	B	PI	3	PI	marble	8	0	747	250	NA
1	2	2.parent	parent	female	4	B	PI	3	PI	box	8	208	747	250	NA
1	2	2.parent	parent	female	4	B	PI	3	PI	tool	8	32	747	250	NA
1	2	2.parent	parent	female	4	B	PI	3	PI	box+barrier	8	208	747	250	NA
1	2	2.parent	parent	female	4	B	PI	3	PI	hands+tool	8	32	747	250	NA
1	2	2.parent	parent	female	4	B	PI	3	PI	hand+barrier+tool	8	32	747	250	NA
1	2	2.parent	parent	female	4	B	PI	3	PI	hand+box+barrier+tool	8	208	747	250	NA
1	2	2.parent	parent	female	4	B	PI	3	R	face	8	0	749	197	NA
1	2	2.parent	parent	female	4	B	PI	3	R	hands	8	95	749	197	NA
1	2	2.parent	parent	female	4	B	PI	3	R	marble	8	134	749	197	NA
1	2	2.parent	parent	female	4	B	PI	3	R	box	8	138	749	197	NA
1	2	2.parent	parent	female	4	B	PI	3	R	tool	8	136	749	197	NA
1	2	2.parent	parent	female	4	B	PI	3	R	box+barrier	8	138	749	197	NA
1	2	2.parent	parent	female	4	B	PI	3	R	hands+tool	8	172	749	197	NA
1	2	2.parent	parent	female	4	B	PI	3	R	hand+barrier+tool	8	172	749	197	NA
1	2	2.parent	parent	female	4	B	PI	3	R	hand+box+barrier+tool	8	182	749	197	NA
1	2	2.parent	parent	female	4	B	PI	3	SM	face	8	92	478	206	NA
1	2	2.parent	parent	female	4	B	PI	3	SM	hands	8	113	478	206	NA
1	2	2.parent	parent	female	4	B	PI	3	SM	marble	8	73	478	206	NA
1	2	2.parent	parent	female	4	B	PI	3	SM	box	8	0	478	206	NA
1	2	2.parent	parent	female	4	B	PI	3	SM	tool	8	40	478	206	NA
1	2	2.parent	parent	female	4	B	PI	3	SM	box+barrier	8	0	478	206	NA
1	2	2.parent	parent	female	4	B	PI	3	SM	hands+tool	8	113	478	206	NA
1	2	2.parent	parent	female	4	B	PI	3	SM	hand+barrier+tool	8	113	478	206	NA
1	2	2.parent	parent	female	4	B	PI	3	SM	hand+box+barrier+tool	8	113	478	206	NA
1	3	3.child	child	male	1	A	NC	0	Intro	face	1	483	858	683	0
1	3	3.child	child	male	1	A	NC	0	Intro	hands	1	0	858	683	0
1	3	3.child	child	male	1	A	NC	0	Intro	marble	1	0	858	683	0
1	3	3.child	child	male	1	A	NC	0	Intro	box	1	148	858	683	0
1	3	3.child	child	male	1	A	NC	0	Intro	tool	1	16	858	683	0
1	3	3.child	child	male	1	A	NC	0	Intro	box+barrier	1	148	858	683	0
1	3	3.child	child	male	1	A	NC	0	Intro	hands+tool	1	16	858	683	0
1	3	3.child	child	male	1	A	NC	0	Intro	hand+barrier+tool	1	16	858	683	0
1	3	3.child	child	male	1	A	NC	0	Intro	hand+box+barrier+tool	1	164	858	683	0
1	3	3.child	child	male	1	A	NC	1	NC	face	1	180	752	615	0
1	3	3.child	child	male	1	A	NC	1	NC	hands	1	373	752	615	0
1	3	3.child	child	male	1	A	NC	1	NC	marble	1	0	752	615	0
1	3	3.child	child	male	1	A	NC	1	NC	box	1	25	752	615	0
1	3	3.child	child	male	1	A	NC	1	NC	tool	1	67	752	615	0
1	3	3.child	child	male	1	A	NC	1	NC	box+barrier	1	25	752	615	0
1	3	3.child	child	male	1	A	NC	1	NC	hands+tool	1	381	752	615	0
1	3	3.child	child	male	1	A	NC	1	NC	hand+barrier+tool	1	381	752	615	0
1	3	3.child	child	male	1	A	NC	1	NC	hand+box+barrier+tool	1	406	752	615	0
1	3	3.child	child	male	1	A	NC	1	R	face	1	16	741	644	0
1	3	3.child	child	male	1	A	NC	1	R	hands	1	121	741	644	0
1	3	3.child	child	male	1	A	NC	1	R	marble	1	75	741	644	0
1	3	3.child	child	male	1	A	NC	1	R	box	1	539	741	644	0
1	3	3.child	child	male	1	A	NC	1	R	tool	1	226	741	644	0
1	3	3.child	child	male	1	A	NC	1	R	box+barrier	1	539	741	644	0
1	3	3.child	child	male	1	A	NC	1	R	hands+tool	1	347	741	644	0
1	3	3.child	child	male	1	A	NC	1	R	hand+barrier+tool	1	435	741	644	0
1	3	3.child	child	male	1	A	NC	1	R	hand+box+barrier+tool	1	607	741	644	0
1	3	3.child	child	male	1	A	NC	1	SM	face	1	193	384	343	0
1	3	3.child	child	male	1	A	NC	1	SM	hands	1	85	384	343	0
1	3	3.child	child	male	1	A	NC	1	SM	marble	1	85	384	343	0
1	3	3.child	child	male	1	A	NC	1	SM	box	1	0	384	343	0
1	3	3.child	child	male	1	A	NC	1	SM	tool	1	19	384	343	0
1	3	3.child	child	male	1	A	NC	1	SM	box+barrier	1	0	384	343	0
1	3	3.child	child	male	1	A	NC	1	SM	hands+tool	1	104	384	343	0
1	3	3.child	child	male	1	A	NC	1	SM	hand+barrier+tool	1	104	384	343	0
1	3	3.child	child	male	1	A	NC	1	SM	hand+box+barrier+tool	1	104	384	343	0
1	3	3.child	child	male	1	A	NC	2	NC	face	1	137	746	643	0
1	3	3.child	child	male	1	A	NC	2	NC	hands	1	137	746	643	0
1	3	3.child	child	male	1	A	NC	2	NC	marble	1	144	746	643	0
1	3	3.child	child	male	1	A	NC	2	NC	box	1	312	746	643	0
1	3	3.child	child	male	1	A	NC	2	NC	tool	1	60	746	643	0
1	3	3.child	child	male	1	A	NC	2	NC	box+barrier	1	312	746	643	0
1	3	3.child	child	male	1	A	NC	2	NC	hands+tool	1	159	746	643	0
1	3	3.child	child	male	1	A	NC	2	NC	hand+barrier+tool	1	159	746	643	0
1	3	3.child	child	male	1	A	NC	2	NC	hand+box+barrier+tool	1	471	746	643	0
1	3	3.child	child	male	1	A	NC	2	R	face	1	85	742	637	0
1	3	3.child	child	male	1	A	NC	2	R	hands	1	106	742	637	0
1	3	3.child	child	male	1	A	NC	2	R	marble	1	11	742	637	0
1	3	3.child	child	male	1	A	NC	2	R	box	1	423	742	637	0
1	3	3.child	child	male	1	A	NC	2	R	tool	1	252	742	637	0
1	3	3.child	child	male	1	A	NC	2	R	box+barrier	1	423	742	637	0
1	3	3.child	child	male	1	A	NC	2	R	hands+tool	1	358	742	637	0
1	3	3.child	child	male	1	A	NC	2	R	hand+barrier+tool	1	467	742	637	0
1	3	3.child	child	male	1	A	NC	2	R	hand+box+barrier+tool	1	522	742	637	0
1	3	3.child	child	male	1	A	NC	2	SM	face	1	231	385	336	0
1	3	3.child	child	male	1	A	NC	2	SM	hands	1	62	385	336	0
1	3	3.child	child	male	1	A	NC	2	SM	marble	1	62	385	336	0
1	3	3.child	child	male	1	A	NC	2	SM	box	1	0	385	336	0
1	3	3.child	child	male	1	A	NC	2	SM	tool	1	0	385	336	0
1	3	3.child	child	male	1	A	NC	2	SM	box+barrier	1	0	385	336	0
1	3	3.child	child	male	1	A	NC	2	SM	hands+tool	1	62	385	336	0
1	3	3.child	child	male	1	A	NC	2	SM	hand+barrier+tool	1	62	385	336	0
1	3	3.child	child	male	1	A	NC	2	SM	hand+box+barrier+tool	1	62	385	336	0
1	3	3.child	child	male	1	A	NC	3	NC	face	1	71	751	419	0
1	3	3.child	child	male	1	A	NC	3	NC	hands	1	150	751	419	0
1	3	3.child	child	male	1	A	NC	3	NC	marble	1	108	751	419	0
1	3	3.child	child	male	1	A	NC	3	NC	box	1	139	751	419	0
1	3	3.child	child	male	1	A	NC	3	NC	tool	1	25	751	419	0
1	3	3.child	child	male	1	A	NC	3	NC	box+barrier	1	139	751	419	0
1	3	3.child	child	male	1	A	NC	3	NC	hands+tool	1	175	751	419	0
1	3	3.child	child	male	1	A	NC	3	NC	hand+barrier+tool	1	175	751	419	0
1	3	3.child	child	male	1	A	NC	3	NC	hand+box+barrier+tool	1	314	751	419	0
1	3	3.child	child	male	1	A	NC	3	R	face	1	0	742	676	0
1	3	3.child	child	male	1	A	NC	3	R	hands	1	128	742	676	0
1	3	3.child	child	male	1	A	NC	3	R	marble	1	49	742	676	0
1	3	3.child	child	male	1	A	NC	3	R	box	1	552	742	676	0
1	3	3.child	child	male	1	A	NC	3	R	tool	1	265	742	676	0
1	3	3.child	child	male	1	A	NC	3	R	box+barrier	1	552	742	676	0
1	3	3.child	child	male	1	A	NC	3	R	hands+tool	1	393	742	676	0
1	3	3.child	child	male	1	A	NC	3	R	hand+barrier+tool	1	472	742	676	0
1	3	3.child	child	male	1	A	NC	3	R	hand+box+barrier+tool	1	628	742	676	0
1	3	3.child	child	male	1	A	NC	3	SM	face	1	191	383	343	0
1	3	3.child	child	male	1	A	NC	3	SM	hands	1	39	383	343	0
1	3	3.child	child	male	1	A	NC	3	SM	marble	1	39	383	343	0
1	3	3.child	child	male	1	A	NC	3	SM	box	1	18	383	343	0
1	3	3.child	child	male	1	A	NC	3	SM	tool	1	91	383	343	0
1	3	3.child	child	male	1	A	NC	3	SM	box+barrier	1	18	383	343	0
1	3	3.child	child	male	1	A	NC	3	SM	hands+tool	1	130	383	343	0
1	3	3.child	child	male	1	A	NC	3	SM	hand+barrier+tool	1	130	383	343	0
1	3	3.child	child	male	1	A	NC	3	SM	hand+box+barrier+tool	1	130	383	343	0
1	3	3.child	child	male	2	A	PI	0	Intro	face	2	179	844	674	1
1	3	3.child	child	male	2	A	PI	0	Intro	hands	2	0	844	674	1
1	3	3.child	child	male	2	A	PI	0	Intro	marble	2	0	844	674	1
1	3	3.child	child	male	2	A	PI	0	Intro	box	2	473	844	674	1
1	3	3.child	child	male	2	A	PI	0	Intro	tool	2	0	844	674	1
1	3	3.child	child	male	2	A	PI	0	Intro	box+barrier	2	473	844	674	1
1	3	3.child	child	male	2	A	PI	0	Intro	hands+tool	2	0	844	674	1
1	3	3.child	child	male	2	A	PI	0	Intro	hand+barrier+tool	2	0	844	674	1
1	3	3.child	child	male	2	A	PI	0	Intro	hand+box+barrier+tool	2	473	844	674	1
1	3	3.child	child	male	2	A	PI	1	PI	face	2	0	746	657	1
1	3	3.child	child	male	2	A	PI	1	PI	hands	2	263	746	657	1
1	3	3.child	child	male	2	A	PI	1	PI	marble	2	51	746	657	1
1	3	3.child	child	male	2	A	PI	1	PI	box	2	621	746	657	1
1	3	3.child	child	male	2	A	PI	1	PI	tool	2	0	746	657	1
1	3	3.child	child	male	2	A	PI	1	PI	box+barrier	2	621	746	657	1
1	3	3.child	child	male	2	A	PI	1	PI	hands+tool	2	263	746	657	1
1	3	3.child	child	male	2	A	PI	1	PI	hand+barrier+tool	2	263	746	657	1
1	3	3.child	child	male	2	A	PI	1	PI	hand+box+barrier+tool	2	621	746	657	1
1	3	3.child	child	male	2	A	PI	1	R	face	2	52	748	689	1
1	3	3.child	child	male	2	A	PI	1	R	hands	2	76	748	689	1
1	3	3.child	child	male	2	A	PI	1	R	marble	2	13	748	689	1
1	3	3.child	child	male	2	A	PI	1	R	box	2	636	748	689	1
1	3	3.child	child	male	2	A	PI	1	R	tool	2	0	748	689	1
1	3	3.child	child	male	2	A	PI	1	R	box+barrier	2	636	748	689	1
1	3	3.child	child	male	2	A	PI	1	R	hands+tool	2	76	748	689	1
1	3	3.child	child	male	2	A	PI	1	R	hand+barrier+tool	2	76	748	689	1
1	3	3.child	child	male	2	A	PI	1	R	hand+box+barrier+tool	2	636	748	689	1
1	3	3.child	child	male	2	A	PI	1	SM	face	2	15	388	331	1
1	3	3.child	child	male	2	A	PI	1	SM	hands	2	69	388	331	1
1	3	3.child	child	male	2	A	PI	1	SM	marble	2	69	388	331	1
1	3	3.child	child	male	2	A	PI	1	SM	box	2	246	388	331	1
1	3	3.child	child	male	2	A	PI	1	SM	tool	2	0	388	331	1
1	3	3.child	child	male	2	A	PI	1	SM	box+barrier	2	246	388	331	1
1	3	3.child	child	male	2	A	PI	1	SM	hands+tool	2	69	388	331	1
1	3	3.child	child	male	2	A	PI	1	SM	hand+barrier+tool	2	69	388	331	1
1	3	3.child	child	male	2	A	PI	1	SM	hand+box+barrier+tool	2	315	388	331	1
1	3	3.child	child	male	2	A	PI	2	PI	face	2	0	748	685	1
1	3	3.child	child	male	2	A	PI	2	PI	hands	2	386	748	685	1
1	3	3.child	child	male	2	A	PI	2	PI	marble	2	0	748	685	1
1	3	3.child	child	male	2	A	PI	2	PI	box	2	660	748	685	1
1	3	3.child	child	male	2	A	PI	2	PI	tool	2	0	748	685	1
1	3	3.child	child	male	2	A	PI	2	PI	box+barrier	2	660	748	685	1
1	3	3.child	child	male	2	A	PI	2	PI	hands+tool	2	386	748	685	1
1	3	3.child	child	male	2	A	PI	2	PI	hand+barrier+tool	2	386	748	685	1
1	3	3.child	child	male	2	A	PI	2	PI	hand+box+barrier+tool	2	660	748	685	1
1	3	3.child	child	male	2	A	PI	2	R	face	2	0	746	680	1
1	3	3.child	child	male	2	A	PI	2	R	hands	2	322	746	680	1
1	3	3.child	child	male	2	A	PI	2	R	marble	2	25	746	680	1
1	3	3.child	child	male	2	A	PI	2	R	box	2	594	746	680	1
1	3	3.child	child	male	2	A	PI	2	R	tool	2	0	746	680	1
1	3	3.child	child	male	2	A	PI	2	R	box+barrier	2	594	746	680	1
1	3	3.child	child	male	2	A	PI	2	R	hands+tool	2	322	746	680	1
